ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118894145089,HR,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),76.92307692,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Agree,80,"Learning more about my role by hands-on experiences, helping people and working with my bosses/mentors.",People & Relationships,,No Response,Extremely satisfied,100,I wish some employees would not feel scared to come talk to us in HR. We help in many ways. Our job is not to just hire and fire employees. I believe that comes with time though.,Communication,I enjoy working here and am getting so much experience. I am growing more and more in my role each day.,Gratitude & Appreciation
id-118894324644,Shop Leadership,North Carolina - Charlotte Shop,76.92307692,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,every day is different and continuously learning new things,Learning & Growth,attention shown to employees with bad attendance and not enough recognition to those with very good attendance. ,Management & Leadership,Satisfied,80,.,No Response,,No Response
id-118894357502,Administrative Support,Georgia - Atlanta Office,76.92307692,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,My team is fantastic.,People & Relationships,"I would like to be more comfortable working from home a few days a week. My team is out of state, so all my calls and meetings are online, which makes the hours every day commuting feel unnecessary.  ",Workload & Hours,Satisfied,80,"I think SteelFab does a great job at looking out for the employees. The only thing I would change is the work from home policy, and even that is fairly flexible currently as needs arise. ",Work-Life Balance,"Everyone at SteelFab is fantastic. I have an exceptional team, and even the people that aren't on my direct team are kind and helpful. I think the company has done a great job bringing in people that fit the values, so we all mesh quite well. It's a great place to work, which really shows when you look at how long the majority of people have been here. Keep up the good work! ",Gratitude & Appreciation
id-118894833319,Accounting,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),76.92307692,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,company culture,Work Environment & Culture,,No Response,Satisfied,80,this is a well balanced work place,No Changes Needed,,No Response
id-118896334030,Shop Leadership,Washington - Spokane Shop,76.92307692,Agree,80,Agree,80,Strongly agree,100,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Strongly agree,100,"What I enjoy most about my job at steelfab is getting to work freely without someone standing over me the whole time. I also enjoy my job specifically, being a fabrication lead is great, I get to learn the leadership skills I need to move up while still working on the floor with the rest of the guys/gals. ",Learning & Growth,"what I enjoy least about my job is not knowing what my schedule will be. It seems like as time goes on our schedule is all over the place, recently we had two days notice that the weekend was mandatory. Another thing that I dislike is having to make up hours after holidays, it makes most of us dread having a holiday because we know we are going to have to work 12's the rest of the week.",Workload & Hours,Satisfied,80,"two things that I would change about my work experience at steelfab would be not having to make up hours for the holidays we have, and also I would change the way we train new people. I would start a mandatory 30-60 day training period for all new employees without prior fabrication/welding experience. I believe this would not only benefit the new employee, but steelfab as a whole. The training program would familiarize the employee with the steelfab way of doing things and integrate them in the shop flow.",Training & Development,"I like working for steelfab in spokane, I think it has the potential to be a great shop. One last thing I would change at steelfab is the marijuana policy, I personally have a green card from my doctor and steelfab wont accept it. the shops should allow marijuana in the states that its legal, and or accept green cards from employees who have a prescription.",Gratitude & Appreciation
id-118896951084,Shop Leadership,Oregon - Tangent Office and Shop,76.92307692,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Leading and motivating my team to be the best they can be.,People & Relationships,The fire drills from lack of planning,Physical Environment,Satisfied,80,Nothing,No Changes Needed,,No Response
id-118896955312,Project Management,North Carolina - Charlotte Shop,76.92307692,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,I take a lot of pride that i am able to manage jobs and see them  to completion.,Making an Impact,I'm not sure.,Other,Extremely satisfied,100,I can't say there is anything i would change.,No Changes Needed,I have been able to work my way up from a shop worker to management and i can't tell you how proud i am of that. i greatly appreciate the opportunity that i have been given and can truly say that this is a great career to have. ,Gratitude & Appreciation
id-118897368479,Shop Leadership,North Carolina - Charlotte Shop,76.92307692,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,"Working and teaching younger employees the importance of work, commitment , doing a good job.",Learning & Growth,Heat and cold,Physical Environment,Satisfied,80,Continue improvement on communication ,Communication,,No Response
id-118897411062,Administrative Support,North Carolina - Raleigh Office,76.92307692,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,The people,People & Relationships,the lack of extra time to develop solid procedures,Process & Efficiency,Satisfied,80,"better separation of duties, things tend to bleed too far across the department lines",Workload & Staffing,,No Response
id-118897780591,Shop Leadership,Washington - Spokane Shop,76.92307692,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,The people,People & Relationships,overtime,Workload & Hours,Satisfied,80,More weekends off,Workload & Staffing,,No Response
id-118899691703,Quality Control,South Carolina - Florence Office and Shop,76.92307692,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,The ability to ensure that a quality product is being produced and being responsible to ensure that it is produced by using proper procedures.,Other,Some policies set in place are not enforced and proper corrective actions are not taken. ,Other,Extremely satisfied,100,Nothing,No Changes Needed,,No Response
id-118892657101,Shop Leadership,South Carolina - Specialty Metals Division,78.46153846,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Knowing that the products going to the customer I help make with my hands. ,Making an Impact,Nothing,No Complaints,Extremely satisfied,100,Nothing comes to mind,No Changes Needed,I really enjoy working at Steel Fab in Rock Hill ,Gratitude & Appreciation
id-118892658560,Project Management,Texas - Allen Office,78.46153846,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Disagree,40,Neither agree nor disagree,60,Agree,80,Agree,80,The people I work with.,People & Relationships,When delays happen within projects that affect my work but are outside of my control. ,Process & Efficiency,Satisfied,80,There is really nothing I would change about my job at steelfab. I really enjoy the people I work with and truly believe we have the best leadership. ,No Changes Needed,,No Response
id-118892675169,Document Control,South Carolina - York Office and Shop,78.46153846,Agree,80,Strongly agree,100,Disagree,40,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,I enjoy the people that I work with.,People & Relationships,The work becomes monotonous at times.,Process & Efficiency,Satisfied,80,I would love a window! :) I miss the sun.,Physical Environment,I am proud to say I work for Steel Fab. ,Gratitude & Appreciation
id-118892695426,Detailing,South Carolina - Specialty Metals Division,78.46153846,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Variety of work tasks ,Challenges & Problem Solving,I could be utilized better in a more challenging position.,Other,Neither satisfied nor dissatisfied,60,Compensation and ability to assist other Steelfab locations with detailing work.,Compensation & Benefits,Improvements at my office location have been positive so far.,Gratitude & Appreciation
id-118892732029,Project Management,Arizona - Phoenix Office,78.46153846,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Disagree,40,Agree,80,Agree,80,Being able to help other PM's with my specific knowledge and provide feedback to management without fear of reprisal.,People & Relationships,Workload can be extreme at times allowing very little work/life balance. Level of compensation relative to role/responsibilities is not competitive. ,Workload & Hours,Neither satisfied nor dissatisfied,60,Level of compensation,Compensation & Benefits,Appreciate the opportunity to even provide feedback for an organization this size.,Gratitude & Appreciation
id-118892980856,Programmer,Oklahoma - Durant Shop,78.46153846,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,THAT THEY'RE VERY UNDERSTANDING AND WILL WORK WITH YOU IN ANY SITUATION,People & Relationships,HAVING TO SIT FOR MOST OF THE DAY,Physical Environment,Satisfied,80,BEING ABLE TO HAVE A STAND UP DESK SO I DONT HAVE TO SIT ALL DAY,Physical Environment,,No Response
id-118892996545,Shop Leadership,Alabama - Roanoke Office and Shop,78.46153846,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Working with management that really cares about the employees,Work Environment & Culture,Working more weekends than I'm off,Workload & Hours,Extremely satisfied,100,I honestly wouldn't change anything I have learned a lot in my time at SteelFab,No Changes Needed,,No Response
id-118893121779,Shop Leadership,Washington - Spokane Shop,78.46153846,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,I Love the Steel industry and knowing that I'm a part of what makes great big things happen brings me a lot of joy.,Making an Impact,at times when I feel like I give it my all and the others around me are ok with giving up on a goal and doing the bare minimum.,Workload & Hours,Extremely satisfied,100,I wish we could get drawings much sooner than the start of the job. at times it feels like we are scrambling just to tread water.    And as a leadership member I wish we had the opportunity to do more team building events or activities to help us boost our own moral and grow to be a more unified team.,Workload & Staffing,I love working at SteelFab and cannot believe I found such a great company. My only regret is that I did not find you sooner. I am in it for the long run and hope to retire from here. I would take my worst day at SteelFab over my best day at any other company I have worked for. I hope to continue to grow within the company and hope that the sky is the limit!,Gratitude & Appreciation
id-118893553154,Project Management,South Carolina - Specialty Metals Division,78.46153846,Agree,80,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Being a part of the most impactful projects in our region.,Making an Impact,Delivering unfavorable news to our customers.,Other,Extremely satisfied,100,It would be very productive if more of our other divisions viewed Specialty as a partner and not a subcontractor.    We are in the process of making most of the other changes I would suggest.,Other,I am extremely encouraged and energized by the investment that SteelFab is putting into our division.,Gratitude & Appreciation
id-118893943981,Other,South Carolina - York Office and Shop,78.46153846,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Always challenging and different on a day-to-day basis.,Challenges & Problem Solving,I enjoy what I do!!!!,No Complaints,Satisfied,80,Eye care benefits.,Compensation & Benefits,"I love what I do, and I am happy here.",Gratitude & Appreciation
id-118893955475,Purchasing,South Carolina - Florence Office and Shop,78.46153846,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,It's reliable.,Compensation & Security,Nothing.,No Complaints,Satisfied,80,nothing.,No Changes Needed,Would be nice if we had a gym on site.,Physical Environment
id-118894017770,Project Management,Arizona - Phoenix Office,78.46153846,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Finishing projects,Challenges & Problem Solving,Revisions,Process & Efficiency,Satisfied,80,Company vehicles were nice.,Other,,No Response
id-118894044213,Executive Leadership,Maryland - Baltimore Office,78.46153846,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Solving problems,Challenges & Problem Solving,Supplementing underachieving project managers work. ,Management & Leadership,Satisfied,80,"None, all negative aspects of the job are client driven.  ",No Changes Needed,"SteelFab has a great culture. The industry in general is the difficult aspect. With client expectations constantly being elevated, pressure to respond and deliver immediately to maintain SteelFabs level of customer service grows, which puts a high level of stress and mental/emotional fatigue on employees. ",Gratitude & Appreciation
id-118894047018,Quality Control,Alabama - Roanoke Office and Shop,78.46153846,Strongly agree,100,Strongly agree,100,Agree,80,Strongly disagree,20,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Disagree,40,Agree,80,Agree,80,I enjoy seeing a good product going out of the doors to a happy customer.,Making an Impact,,No Response,Extremely satisfied,100,,No Response,,No Response
id-118894185208,Project Management,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),78.46153846,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,I enjoy the office community and time spent throughout the day with coworkers.  ,People & Relationships,I do not have anything to mention in particular to this question.,No Complaints,Satisfied,80,I would like more office space to separate myself from the business in the main halls.,Physical Environment,,No Response
id-118894196914,Document Control,Texas - Oakwood Office and Shop,78.46153846,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,The office environment that we created and get to work in!,Work Environment & Culture,Not getting the proper training from the very beginning when I started with the company.,Other,Satisfied,80,Better communication between some of the departments. ,Communication,,No Response
id-118894201952,HR,Texas - Oakwood Office and Shop,78.46153846,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,The company values,Work Environment & Culture,Communication. I feel we lack some communication from the production to the admin side.,Communication Issues,Satisfied,80,Communication,Communication,,No Response
id-118894208895,Document Control,South Carolina - York Office and Shop,78.46153846,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Feeling that what I do at work actually helps/affects the company.,Making an Impact,I cannot think of anything off the top of my head.,No Complaints,Extremely satisfied,100,To be able to see the outside world while working. Not having a window can sometimes be depressing.,Physical Environment,,No Response
id-118894810724,Document Control,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),78.46153846,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Disagree,40,Agree,80,Strongly agree,100,Agree,80,Knowing how important our department is throughout the company.,Making an Impact,Staying late almost daily to get work finished due to the current volume.,Workload & Hours,Satisfied,80,Focus on hiring more people for Document Control in the past.  We seemed to always be catching up rather than being caught up.,Training & Development,I am proud to tell people I work at SteelFab.  Amazing company to work for.  Look forward to the future at SteelFab.,Gratitude & Appreciation
id-118894873103,Administrative Support,Alabama - Roanoke Office and Shop,78.46153846,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Helping others and working with  an amazing group of people. ,People & Relationships,Days with multiple problems that seem to add up.  ,Process & Efficiency,Extremely satisfied,100,Communication is sometimes an issue. ,Communication,I feel that I am very blessed to work for SteelFab.  I have made many lifelong friends and had many wonderful experiences here.  This is a wonderful Company to work for and the Sherrell's are very good to their employees.  ,Gratitude & Appreciation
id-118896049187,Shop Employee,Washington - Spokane Shop,78.46153846,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Disagree,40,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,The opportunity to learn more.,Learning & Growth, we work a lot of hours,Workload & Hours,Satisfied,80,"Reasonable understanding about last minute Drs appointments, child care etc.",Work-Life Balance,,No Response
id-118896087791,Shop Leadership,Washington - Spokane Shop,78.46153846,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Every day I get to learn new things. Having the resources to learn anything.,Learning & Growth,Sometimes the fabrication department acts like they are the only department that contributes to our success. ,Interpersonal Issues,Extremely satisfied,100,I would like to have a server on our side of the country. Our computers gather data very slowly.  I think salary employees should have the same PTO limits as hourly employees. ,Work-Life Balance,"I love working for SteelFab and the family ideals they stand for. I truly believe that I could call any plant with a problem, and everyone would do their best to help me. When we first became SteelFab I thought the four things were just what it meant to be a productive adult. I've come to love that the four things are posted throughout the shop as a reminder to the people who might struggle with one or two of them.",Gratitude & Appreciation
id-118896931042,Project Management,North Carolina - Raleigh Office,78.46153846,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Disagree,40,Being able to work on big projects that are recognizable and contributing to society,Other,"There seems to be a culture of ""Being stressed is normal"" and I feel like this can lead to high turnover, which only leads to more stressfulness. Its a bad loop to be in and a hard loop to get out of.",Workload & Hours,Satisfied,80,"I really believe SteelFab does a great job of being understanding when it comes to working from home (WFH), even without a formal policy in place. However, the lack of a policy can make some employees feel uncertain or uncomfortable about choosing to WFH.    I think establishing a designated day each week as an Optional WFH Day could encourage more people to take advantage of the opportunity. This could lead to reduced stress, improved work-life balance, and a healthier overall workplace culture. In turn, that positive culture could help reduce turnover, improve hiring rates, and ultimately lower stress levels across the board.",Work-Life Balance,"I think the leaders at SteelFab—especially in the Raleigh office—deserve some recognition. Despite carrying a significantly larger workload and higher stress levels than many others, they consistently maintain a positive attitude and serve as strong role models for younger employees. Kudos to them for setting such a great example.",Management & Leadership
id-118896932124,Project Management,South Carolina - Charleston Office,78.46153846,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Comradery with my peers and respect for work I am tasked to perform. ,People & Relationships,Balancing sales and project management,Process & Efficiency,Satisfied,80,More consistent feedback sessions to further increase growth within the company. ,Communication,Overall a great place to work. SF has a great culture and team of leaders that offer valuable education through learned experience. SF's resources are extensive and give its employees the tools needed to perform tasks successfully. ,Gratitude & Appreciation
id-118896995574,Estimating,North Carolina - Raleigh Office,78.46153846,Strongly agree,100,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,How well everyone gets along. The type of projects we get to see. ,People & Relationships,I would like to see some training on some of the advanced features of Bluebeam and Tekla in our estimating training meeting.,Process & Efficiency,Satisfied,80,I cannot think of anything,No Changes Needed," I would like to see someone seriously consider these iPlan Tables, they large format touchscreen monitors that sit on an adjustable tilt frame and are meant to replace print drawings and allow for onscreen take offs without scrolling. They can cut out the large format printing, paper waste from all the addendums that we get. Estimators can learn to do on screen take offs using the Bluebeam tools (I created tools for all the AISC shapes we use) to trace the main members, and export to Excel, added section cuts into that excel list, then import it all into Tekla. They also have portable workstations designed for the shop workers, field foremen and project managers in mind. I am not sure if this is right for SteelFab as a whole organization, I do think it that it could be a good move for estimators open to learning onscreen takeoffs and reducing paper printing, if management is open to the Invesment.",Physical Environment
id-118897014044,Project Management,Texas - Allen Office,78.46153846,Disagree,40,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Being appreciated.  ,People & Relationships,Nothing yet. ,No Complaints,Extremely satisfied,100,Nothing yet,No Changes Needed,,No Response
id-118897061616,Shop Leadership,North Carolina - Charlotte Shop,78.46153846,Strongly agree,100,Agree,80,Agree,80,Disagree,40,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,getting to do what I love to do every day and learning new things about this company ,Learning & Growth,not often but sometime lacking communication ,Communication Issues,Satisfied,80,nothing to change ,No Changes Needed,,No Response
id-118897454417,Project Management,South Carolina - Specialty Metals Division,78.46153846,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Learning new things and facing different challenges ,Learning & Growth,Not knowing the steps in starting a job and the different processes to finish a job. I wish there was a step by step guide. ,Process & Efficiency,Satisfied,80,Having a step by step process guide. I know there are different challenges and things aren’t always going to be the same. But at least have a basic plan.,Workload & Staffing,"Overall I like working at Steelfab, everyone has been very helpful. I do like the challenges that I do face and I do like seeing the start to finish product and being proud in what I do. ",Gratitude & Appreciation
id-118898746713,Purchasing,South Carolina - Florence Office and Shop,78.46153846,Agree,80,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Agree,80,being able to personalize how to complete job duties,Other,not being kept in the loop,Communication Issues,Extremely satisfied,100,Communication between departments  ,Communication,,No Response
id-118899133493,Project Management,Virginia- - Washington DC Office,78.46153846,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,The challenge of problem solving.,Challenges & Problem Solving,It can feel overwhelming at times and client personalities can be challenging to work with.,Workload & Hours,Satisfied,80,A bit more manageable work-life balance.,Work-Life Balance,,No Response
id-118892667708,Shop Leadership,Washington - Spokane Shop,80,Agree,80,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,I like being a part of something much bigger than myself.,Making an Impact,5am comes super quick.,Workload & Hours,Satisfied,80,none I can think of.,No Changes Needed,"Bonuses are great, I mean very much appreciated.... but what makes it even better is when we get cupcakes with our bonus!",Gratitude & Appreciation
id-118892696870,Project Management,Texas - Allen Office,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Strongly agree,100,Disagree,40,The family-oriented culture,People & Relationships,Conflicts and stress that arise when projects don't go according to plan,Workload & Hours,Satisfied,80,Increased frequency of feedback from leadership,Communication,,No Response
id-118892720317,Shop Leadership,North Carolina - Charlotte Shop,80,Agree,80,Agree,80,Agree,80,Disagree,40,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,The job security and always getting to work on different projects. The fact that steelfab has always provided us with the tools in the shop to get the job done and we are all compensated very well. ,Compensation & Security,The disconnect between the shop and project managers. I feel like communication could be a lot better and making sure we are getting drawings on time and getting 100% sequences. We run some jobs very inefficiently because we don't have what we need in the beginning.,Management & Leadership,Extremely satisfied,100,Number 1: The lay out and flow of the plant is a big issue along with not enough yard space to store raw or completed material.    Number 2: Have the office and plant back together. Some things would be so much easier and there would be a lot better understanding form both sides if there was more face-to-face interaction. It is hard to build relationships through email.,Physical Environment,,No Response
id-118892871221,Quality Control,Washington - Spokane Shop,80,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,The opportunity to learn and move up.,Learning & Growth,"The rare occasions where there is too much to do, and not enough time",Workload & Hours,Satisfied,80,More resources for the swing shift,Workload & Staffing,,No Response
id-118892963407,Shop Leadership,South Carolina - Florence Office and Shop,80,Agree,80,Agree,80,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Steel Fab has been a great place to work. I have been given plenty of opportunities to grown and learn more about the steel industry. I enjoy helping others learn more and setting them up for success and to give them the chance that I was gave.  ,Learning & Growth,"In my opinion the least thing that I enjoy about my job is the saturdays. I dont mind the hours and I am paid well for my job. Having young children and missing out on them growing up and spending time with them is limited. I feel that you can't buy memories back and sometimes it can be stressful for me and my wife, not having that family time. ",Workload & Hours,Satisfied,80,I am trying to change saturdays. Working a little harder with my team and setting goals to shoot for to get ahead.,Work-Life Balance,Steel Fab has been a great place to work. I have enjoyed it the time that I have been here. I thank you for the opportunity and experience. I plan to continue to work here for the rest of my career. I have been taken care of by my supervisors when I have a work issue or a family emergency. Its like a family really. ,Gratitude & Appreciation
id-118893912262,Shop Leadership,South Carolina - York Office and Shop,80,Agree,80,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Accomplishing my daily work assignments to meet schedule delivery dates,Making an Impact,Satisfied with my job assignments,No Complaints,Satisfied,80,Have nothing,No Changes Needed,Wish i hired on here years ago,Gratitude & Appreciation
id-118893920728,Pre-Con/Sales,Georgia - Atlanta Office,80,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,My coworkers are the main reason I enjoy my job so much,People & Relationships,"The constant feeling of if you don't push yourself to the very edge, even to your own mental detriment, than you will never move up the ladder. ",Other,Satisfied,80,"It would be incredible to get more base PTO than we are currently offered and as the company didn't implode during covid when folks WFH'd, it would be wonderful if there wasn't such a negative stigma towards WFH. The younger generation doesn't want to work for a company that refuses to modernize.     Also, this company needs to learn that having everyone running at 100% all the time is not good for moral. There is nothing wrong with having a slight excess of employees so that when the emergency does happen, people can band together and get it done, instead of feeling like they have to work 50+ hours to maintain the workload.",Compensation & Benefits,"A note on my response concerning compensation, I am not a fool. I love my bonuses and I'm aware that they are incredible but having a major chunk of my financials tied to needing to receive a win-fall every march is stressful. An increase to the salary caps would do a lot to make tenured employees feel less dependent on their bonuses. ",Company Policy
id-118893927066,Estimating,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),80,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,The freedom to work independently. ,Autonomy & Independence,Tracking PCOs,Process & Efficiency,Satisfied,80,Provide more opportunities to bond with co-workers. ,Stronger Relationships,,No Response
